inspection_id,batch_id,machine_id,line_id,factory_id,product_id,supplier_id,operator_id,inspection_date,inspector_id,sample_size,passed_samples,failed_samples,defect_type,defect_severity,measured_dimension_mm,inspection_result,estimated_quality_loss_inr
QIN000161,BAT026846,MCH0259,LIN026,FAC009,PRD0062,SUP0174,OPR0163,2025-10-19,INS080,214,194,20,Dimensional Error,Critical,49.637,Fail,16561.27
QIN000162,BAT008201,MCH0540,LIN026,FAC009,PRD0032,SUP0022,OPR0353,2024-02-26,INS017,80,74,6,Electrical Failure,Major,49.806,Fail,1096.62
QIN000163,BAT020903,MCH0479,LIN007,FAC003,PRD0053,SUP0092,OPR0450,2025-12-26,INS008,198,186,12,Dimensional Error,Major,49.367,Fail,4078.57
QIN000164,BAT000080,MCH0465,LIN002,FAC001,PRD0012,SUP0191,OPR0332,2023-04-20,INS063,87,83,4,Discoloration,Minor,50.147,Pass,5097.76
QIN000165,BAT005942,MCH0132,LIN018,FAC006,PRD0061,SUP0109,OPR0635,2025-05-03,INS009,159,145,14,Surface Crack,Major,50.428,Fail,15363.74
QIN000166,BAT057582,MCH0008,LIN015,FAC005,PRD0132,SUP0006,OPR0516,2025-10-23,INS010,163,138,25,Electrical Failure,Minor,50.798,Fail,70211.81
QIN000167,BAT051932,MCH0043,LIN023,FAC008,PRD0136,SUP0004,OPR0435,2023-05-29,INS068,186,161,25,Burr,Major,49.653,Fail,17194.21
QIN000168,BAT014907,MCH0212,LIN030,FAC010,PRD0065,SUP0160,OPR0076,2025-05-04,INS020,31,20,11,Dimensional Error,Major,49.769,Fail,188899.53
QIN000169,BAT015559,MCH0451,LIN013,FAC005,PRD0087,SUP0082,OPR0730,2026-04-22,INS063,249,234,15,Surface Crack,Minor,49.831,Fail,7891.49
QIN000170,BAT035092,MCH0059,LIN012,FAC004,PRD0146,SUP0045,OPR0787,2024-12-14,INS074,121,107,14,Porosity,Minor,50.167,Fail,42996.42
QIN000171,BAT008208,MCH0080,LIN020,FAC007,PRD0078,SUP0141,OPR0606,2024-03-16,INS079,224,196,28,Dimensional Error,Major,49.558,Fail,13623.89
QIN000172,BAT042216,MCH0525,LIN017,FAC006,PRD0085,SUP0095,OPR0741,2024-10-08,INS023,231,211,20,Dimensional Error,Minor,50.477,Fail,5528.62
QIN000173,BAT012152,MCH0248,LIN028,FAC010,PRD0035,SUP0182,OPR0607,2023-07-08,INS032,200,178,22,Electrical Failure,Minor,49.952,Fail,32509.93
QIN000174,BAT033708,MCH0449,LIN024,FAC008,PRD0078,SUP0141,OPR0261,2025-10-21,INS047,235,220,15,Burr,Major,48.901,Fail,4097.67
QIN000175,BAT026074,MCH0578,LIN030,FAC010,PRD0091,SUP0041,OPR0129,2023-10-29,INS018,106,100,6,Surface Crack,Critical,49.88,Fail,4917.16
QIN000176,BAT005664,MCH0357,LIN029,FAC010,PRD0116,SUP0009,OPR0460,2026-01-15,INS076,56,53,3,Discoloration,Major,49.623,Fail,4040.48
QIN000177,BAT034338,MCH0477,LIN007,FAC003,PRD0124,SUP0095,OPR0724,2023-06-19,INS063,95,80,15,Packaging Damage,Critical,49.228,Fail,33318.99
QIN000178,BAT009746,MCH0077,LIN003,FAC001,PRD0141,SUP0138,OPR0441,2024-04-06,INS018,203,188,15,Porosity,Major,49.907,Fail,1045.86
QIN000179,BAT036270,MCH0567,LIN016,FAC006,PRD0129,SUP0135,OPR0888,2023-06-10,INS077,133,116,17,Discoloration,Major,50.089,Fail,55393.93
QIN000180,BAT034317,MCH0471,LIN013,FAC005,PRD0001,SUP0143,OPR0737,2025-03-20,INS028,151,139,12,Dimensional Error,Critical,51.111,Fail,29888.33
QIN000181,BAT021526,MCH0313,LIN018,FAC006,PRD0124,SUP0095,OPR0024,2023-12-10,INS005,43,34,9,Dimensional Error,Minor,50.273,Fail,32718.22
QIN000182,BAT038764,MCH0586,LIN014,FAC005,PRD0119,SUP0079,OPR0743,2023-10-31,INS072,74,68,6,Misalignment,Critical,50.105,Fail,28321.99
QIN000183,BAT016727,MCH0546,LIN024,FAC008,PRD0122,SUP0199,OPR0009,2023-05-19,INS030,36,34,2,Porosity,Minor,50.43,Fail,5667.46
QIN000184,BAT048595,MCH0540,LIN026,FAC009,PRD0107,SUP0194,OPR0447,2023-02-17,INS084,175,164,11,Surface Crack,Major,49.425,Fail,13309.4
QIN000185,BAT050856,MCH0523,LIN023,FAC008,PRD0129,SUP0135,OPR0358,2026-06-23,INS009,82,72,10,Surface Crack,Minor,51.708,Fail,56900.69
QIN000186,BAT013093,MCH0320,LIN011,FAC004,PRD0078,SUP0141,OPR0082,2024-04-27,INS019,175,159,16,Packaging Damage,Minor,50.299,Fail,9622.64
QIN000187,BAT022732,MCH0364,LIN029,FAC010,PRD0012,SUP0191,OPR0733,2024-10-10,INS055,230,215,15,Discoloration,Major,49.296,Fail,3059.67
QIN000188,BAT024627,MCH0459,LIN006,FAC002,PRD0105,SUP0005,OPR0545,2023-04-07,INS066,38,32,6,Surface Crack,Major,50.224,Fail,66654.88
QIN000189,BAT040770,MCH0375,LIN005,FAC002,PRD0147,SUP0113,OPR0383,2024-07-24,INS066,188,174,14,Electrical Failure,Minor,50.899,Fail,2420.96
QIN000190,BAT027348,MCH0061,LIN026,FAC009,PRD0137,SUP0024,OPR0186,2025-02-23,INS030,179,162,17,Porosity,Critical,49.807,Fail,41152.3
QIN000191,BAT031182,MCH0173,LIN020,FAC007,PRD0045,SUP0195,OPR0155,2023-06-19,INS076,195,171,24,Dimensional Error,Major,48.689,Fail,68960.0
QIN000192,BAT014663,MCH0508,LIN010,FAC004,PRD0041,SUP0015,OPR0069,2026-01-29,INS081,178,169,9,Dimensional Error,Minor,50.839,Fail,1579.56
QIN000193,BAT018910,MCH0381,LIN011,FAC004,PRD0099,SUP0113,OPR0094,2026-01-27,INS083,237,207,30,Surface Crack,Minor,49.732,Fail,7782.19
QIN000194,BAT043103,MCH0514,LIN029,FAC010,PRD0130,SUP0039,OPR1000,2025-02-18,INS079,137,133,4,Dimensional Error,Minor,50.135,Pass,1253.29
QIN000195,BAT019705,MCH0341,LIN006,FAC002,PRD0118,SUP0033,OPR0049,2024-07-23,INS090,69,61,8,Electrical Failure,Minor,51.186,Fail,44386.1
QIN000196,BAT027438,MCH0279,LIN001,FAC001,PRD0113,SUP0162,OPR0377,2023-12-28,INS083,134,117,17,Misalignment,Minor,49.202,Fail,35421.77
QIN000197,BAT005883,MCH0521,LIN019,FAC007,PRD0053,SUP0092,OPR0688,2023-09-28,INS027,110,100,10,Discoloration,Major,49.534,Fail,3241.8
QIN000198,BAT028930,MCH0077,LIN003,FAC001,PRD0082,SUP0024,OPR0127,2026-04-29,INS088,233,217,16,Dimensional Error,Major,49.031,Fail,19640.81
QIN000199,BAT057419,MCH0345,LIN018,FAC006,PRD0026,SUP0022,OPR0660,2026-04-27,INS071,75,72,3,Packaging Damage,Major,50.194,Pass,13456.27
QIN000200,BAT004657,MCH0137,LIN006,FAC002,PRD0031,SUP0058,OPR0598,2026-06-05,INS054,213,195,18,Misalignment,Major,51.68,Fail,3524.36
QIN000201,BAT017609,MCH0513,LIN027,FAC009,PRD0030,SUP0031,OPR0558,2024-02-03,INS049,186,170,16,Discoloration,Major,49.776,Fail,10261.79
QIN000202,BAT020465,MCH0055,LIN029,FAC010,PRD0103,SUP0033,OPR0060,2024-01-01,INS054,91,83,8,Porosity,Minor,49.575,Fail,42386.82
QIN000203,BAT007948,MCH0395,LIN004,FAC002,PRD0040,SUP0160,OPR0754,2023-06-18,INS056,45,44,1,Packaging Damage,Minor,49.766,Pass,7281.44
QIN000204,BAT003764,MCH0244,LIN007,FAC003,PRD0001,SUP0143,OPR0786,2026-03-21,INS086,69,65,4,Dimensional Error,Major,49.95,Fail,35738.19
QIN000205,BAT027751,MCH0248,LIN028,FAC010,PRD0043,SUP0116,OPR0414,2025-11-23,INS030,118,116,2,Dimensional Error,Major,49.88,Pass,1043.68
QIN000206,BAT017827,MCH0452,LIN026,FAC009,PRD0013,SUP0182,OPR0572,2025-05-23,INS050,121,111,10,Discoloration,Minor,49.536,Fail,3526.13
QIN000207,BAT001062,MCH0204,LIN002,FAC001,PRD0092,SUP0205,OPR0427,2025-03-26,INS074,143,134,9,Dimensional Error,Minor,50.125,Fail,3897.5
QIN000208,BAT025348,MCH0047,LIN026,FAC009,PRD0032,SUP0022,OPR0851,2023-03-04,INS022,62,58,4,Burr,Minor,50.812,Fail,402.09
QIN000209,BAT035689,MCH0529,LIN014,FAC005,PRD0076,SUP0036,OPR0176,2024-07-09,INS040,149,140,9,Discoloration,Major,50.34,Fail,583.99
QIN000210,BAT052466,MCH0556,LIN013,FAC005,PRD0133,SUP0051,OPR0037,2025-08-09,INS026,31,30,1,Misalignment,Minor,49.883,Pass,5817.86
QIN000211,BAT027887,MCH0249,LIN006,FAC002,PRD0094,SUP0110,OPR0400,2024-09-01,INS041,181,165,16,Misalignment,Minor,50.448,Fail,9093.05
QIN000212,BAT049045,MCH0197,LIN001,FAC001,PRD0118,SUP0033,OPR0896,2026-05-04,INS009,147,137,10,Burr,Minor,49.202,Fail,5149.39
QIN000213,BAT019449,MCH0274,LIN024,FAC008,PRD0063,SUP0068,OPR0629,2024-10-30,INS007,180,165,15,Porosity,Major,49.897,Fail,35897.76
QIN000214,BAT055896,MCH0344,LIN019,FAC007,PRD0015,SUP0154,OPR0191,2023-11-13,INS024,53,47,6,Dimensional Error,Major,50.069,Fail,9080.25
QIN000215,BAT018793,MCH0469,LIN025,FAC009,PRD0069,SUP0109,OPR0557,2023-11-27,INS014,30,27,3,Surface Crack,Major,49.556,Fail,6958.29
QIN000216,BAT023337,MCH0012,LIN030,FAC010,PRD0014,SUP0083,OPR0167,2024-10-03,INS080,99,95,4,Misalignment,Minor,50.39,Pass,648.93
QIN000217,BAT019710,MCH0416,LIN002,FAC001,PRD0124,SUP0095,OPR0496,2024-10-13,INS064,130,115,15,Burr,Critical,50.104,Fail,33967.03
QIN000218,BAT031222,MCH0253,LIN016,FAC006,PRD0015,SUP0154,OPR0303,2024-10-07,INS069,177,173,4,Dimensional Error,Critical,51.427,Fail,327.17
QIN000219,BAT031704,MCH0349,LIN024,FAC008,PRD0080,SUP0054,OPR0948,2023-11-13,INS019,143,133,10,Dimensional Error,Critical,49.038,Fail,194.63
QIN000220,BAT040513,MCH0243,LIN001,FAC001,PRD0034,SUP0123,OPR0746,2025-08-07,INS072,178,150,28,Burr,Major,49.721,Fail,66857.64
QIN000221,BAT053752,MCH0201,LIN006,FAC002,PRD0022,SUP0149,OPR0622,2024-07-29,INS082,133,120,13,Packaging Damage,Minor,50.071,Fail,9808.91
QIN000222,BAT051929,MCH0118,LIN016,FAC006,PRD0031,SUP0058,OPR0330,2024-03-12,INS012,101,95,6,Electrical Failure,Minor,50.548,Fail,558.18
QIN000223,BAT004311,MCH0211,LIN018,FAC006,PRD0107,SUP0194,OPR0620,2023-04-10,INS035,245,222,23,Packaging Damage,Minor,51.1,Fail,28940.06
QIN000224,BAT054348,MCH0474,LIN003,FAC001,PRD0019,SUP0048,OPR0443,2024-10-23,INS085,125,103,22,Misalignment,Minor,50.61,Fail,6078.97
QIN000225,BAT025174,MCH0436,LIN013,FAC005,PRD0059,SUP0079,OPR0373,2025-02-26,INS070,134,114,20,Discoloration,Major,49.811,Fail,43102.26
QIN000226,BAT004880,MCH0365,LIN014,FAC005,PRD0049,SUP0015,OPR0409,2026-01-18,INS010,180,161,19,Surface Crack,Minor,50.562,Fail,8645.66
QIN000227,BAT055010,MCH0535,LIN025,FAC009,PRD0074,SUP0094,OPR0955,2025-05-13,INS022,215,194,21,Burr,Minor,52.17,Fail,18860.95
QIN000228,BAT028673,MCH0207,LIN003,FAC001,PRD0058,SUP0107,OPR0718,2024-02-27,INS027,194,174,20,Dimensional Error,Major,49.243,Fail,54929.04
QIN000229,BAT025602,MCH0154,LIN006,FAC002,PRD0054,SUP0156,OPR0368,2025-05-06,INS052,65,57,8,Packaging Damage,Critical,50.404,Fail,7117.68
QIN000230,BAT017131,MCH0136,LIN019,FAC007,PRD0046,SUP0113,OPR0634,2025-08-11,INS069,212,203,9,Burr,Minor,49.81,Pass,825.93
QIN000231,BAT029244,MCH0202,LIN009,FAC003,PRD0022,SUP0149,OPR0146,2024-04-19,INS070,243,230,13,Electrical Failure,Major,50.016,Fail,8838.19
QIN000232,BAT059845,MCH0112,LIN003,FAC001,PRD0110,SUP0081,OPR0531,2025-10-13,INS034,44,37,7,Burr,Major,50.39,Fail,28354.65
QIN000233,BAT015183,MCH0532,LIN007,FAC003,PRD0116,SUP0009,OPR0611,2026-06-07,INS023,124,118,6,Surface Crack,Minor,49.871,Pass,427.53
QIN000234,BAT056255,MCH0530,LIN014,FAC005,PRD0011,SUP0200,OPR0362,2023-03-30,INS055,183,161,22,Burr,Major,50.654,Fail,20214.17
QIN000235,BAT021090,MCH0563,LIN001,FAC001,PRD0033,SUP0053,OPR0205,2025-05-03,INS077,159,148,11,Surface Crack,Minor,52.064,Fail,13419.42
QIN000236,BAT050888,MCH0247,LIN026,FAC009,PRD0043,SUP0116,OPR0388,2025-07-14,INS015,212,209,3,Burr,Minor,49.825,Pass,1717.79
QIN000237,BAT007335,MCH0559,LIN019,FAC007,PRD0116,SUP0009,OPR0884,2025-02-21,INS035,130,116,14,Misalignment,Major,50.542,Fail,7255.05
QIN000238,BAT005800,MCH0441,LIN020,FAC007,PRD0004,SUP0073,OPR0499,2023-04-08,INS004,70,67,3,Misalignment,Critical,50.374,Fail,2936.44
QIN000239,BAT030995,MCH0075,LIN003,FAC001,PRD0113,SUP0162,OPR0056,2024-05-20,INS009,228,207,21,Surface Crack,Major,48.696,Fail,12473.96
QIN000240,BAT056978,MCH0019,LIN029,FAC010,PRD0102,SUP0052,OPR0699,2025-01-05,INS005,121,117,4,Packaging Damage,Minor,50.064,Pass,280.92
QIN000241,BAT031400,MCH0023,LIN005,FAC002,PRD0115,SUP0151,OPR0266,2023-07-27,INS071,58,48,10,Electrical Failure,Minor,49.501,Fail,16227.38
QIN000242,BAT029247,MCH0264,LIN030,FAC010,PRD0023,SUP0110,OPR0421,2023-01-21,INS078,211,184,27,Surface Crack,Major,50.218,Fail,19423.09
QIN000243,BAT032081,MCH0203,LIN016,FAC006,PRD0038,SUP0071,OPR0462,2024-06-29,INS019,98,92,6,Surface Crack,Major,51.894,Fail,3027.08
QIN000244,BAT015854,MCH0042,LIN016,FAC006,PRD0022,SUP0149,OPR0135,2025-12-13,INS035,202,162,40,Porosity,Major,50.438,Fail,27994.18
QIN000245,BAT017744,MCH0112,LIN003,FAC001,PRD0134,SUP0049,OPR0941,2024-03-16,INS088,232,220,12,Dimensional Error,Minor,49.704,Fail,3311.88
QIN000246,BAT024186,MCH0256,LIN005,FAC002,PRD0080,SUP0054,OPR0040,2025-10-18,INS021,58,55,3,Dimensional Error,Major,49.535,Fail,311.57
QIN000247,BAT005668,MCH0086,LIN003,FAC001,PRD0109,SUP0064,OPR0279,2026-06-18,INS029,101,97,4,Discoloration,Major,49.861,Pass,696.07
QIN000248,BAT041253,MCH0077,LIN003,FAC001,PRD0078,SUP0141,OPR0836,2023-06-05,INS085,70,68,2,Burr,Minor,49.9,Pass,853.5
QIN000249,BAT034580,MCH0592,LIN023,FAC008,PRD0034,SUP0123,OPR0256,2026-05-21,INS030,160,148,12,Burr,Major,48.776,Fail,8522.24
QIN000250,BAT022969,MCH0032,LIN023,FAC008,PRD0046,SUP0113,OPR0953,2024-03-17,INS090,47,41,6,Surface Crack,Minor,50.641,Fail,6470.54
QIN000251,BAT057722,MCH0194,LIN015,FAC005,PRD0124,SUP0095,OPR0249,2023-12-11,INS034,177,154,23,Misalignment,Minor,49.182,Fail,19031.49
QIN000252,BAT052783,MCH0459,LIN006,FAC002,PRD0053,SUP0092,OPR0826,2024-10-18,INS061,158,135,23,Burr,Major,50.702,Fail,44066.14
QIN000253,BAT059630,MCH0551,LIN025,FAC009,PRD0081,SUP0208,OPR0477,2026-05-13,INS076,245,230,15,Misalignment,Major,51.049,Fail,1517.96
QIN000254,BAT004700,MCH0250,LIN007,FAC003,PRD0043,SUP0116,OPR0792,2026-06-28,INS022,156,152,4,Porosity,Major,50.186,Pass,968.76
QIN000255,BAT005009,MCH0240,LIN015,FAC005,PRD0126,SUP0195,OPR0938,2023-09-30,INS053,222,194,28,Misalignment,Minor,50.182,Fail,31237.89
QIN000256,BAT004063,MCH0560,LIN024,FAC008,PRD0087,SUP0082,OPR0946,2025-09-01,INS009,98,92,6,Discoloration,Minor,49.983,Fail,26848.75
QIN000257,BAT040439,MCH0113,LIN015,FAC005,PRD0044,SUP0171,OPR0232,2023-08-29,INS070,36,34,2,Dimensional Error,Minor,50.254,Fail,7466.06
QIN000258,BAT054935,MCH0264,LIN030,FAC010,PRD0098,SUP0016,OPR0552,2025-10-13,INS026,99,92,7,Burr,Major,51.203,Fail,16262.66
QIN000259,BAT016377,MCH0600,LIN014,FAC005,PRD0033,SUP0053,OPR0103,2023-01-23,INS079,127,105,22,Porosity,Minor,50.145,Fail,49223.61
QIN000260,BAT041786,MCH0347,LIN015,FAC005,PRD0136,SUP0004,OPR0900,2025-12-22,INS034,78,68,10,Dimensional Error,Critical,51.234,Fail,3277.89
QIN000261,BAT004637,MCH0483,LIN029,FAC010,PRD0048,SUP0124,OPR0300,2026-03-30,INS080,230,194,36,Surface Crack,Minor,50.038,Fail,37717.22
QIN000262,BAT034752,MCH0053,LIN007,FAC003,PRD0129,SUP0135,OPR0195,2023-02-28,INS008,162,132,30,Burr,Minor,49.642,Fail,65575.31
QIN000263,BAT002151,MCH0539,LIN017,FAC006,PRD0064,SUP0146,OPR0534,2025-11-02,INS073,188,175,13,Electrical Failure,Minor,48.885,Fail,6088.9
QIN000264,BAT048897,MCH0589,LIN023,FAC008,PRD0137,SUP0024,OPR0268,2024-09-24,INS046,224,202,22,Discoloration,Minor,49.746,Fail,11481.92
QIN000265,BAT012953,MCH0041,LIN011,FAC004,PRD0103,SUP0033,OPR0247,2024-11-08,INS060,142,128,14,Packaging Damage,Major,51.252,Fail,56437.59
QIN000266,BAT008290,MCH0516,LIN030,FAC010,PRD0104,SUP0035,OPR0462,2024-01-01,INS071,156,140,16,Burr,Minor,51.081,Fail,37830.94
QIN000267,BAT056495,MCH0378,LIN025,FAC009,PRD0047,SUP0164,OPR0409,2026-04-15,INS011,35,31,4,Burr,Major,49.586,Fail,15386.6
QIN000268,BAT053305,MCH0545,LIN004,FAC002,PRD0012,SUP0191,OPR0320,2025-08-02,INS024,201,173,28,Packaging Damage,Minor,51.88,Fail,10973.25
QIN000269,BAT003758,MCH0213,LIN007,FAC003,PRD0136,SUP0004,OPR0228,2024-11-12,INS062,246,227,19,Dimensional Error,Minor,49.822,Fail,1651.96
QIN000270,BAT034428,MCH0367,LIN007,FAC003,PRD0093,SUP0192,OPR0617,2023-04-18,INS019,116,109,7,Packaging Damage,Major,50.213,Fail,12455.43
QIN000271,BAT040510,MCH0241,LIN010,FAC004,PRD0125,SUP0162,OPR0463,2023-02-20,INS083,204,189,15,Packaging Damage,Minor,50.006,Fail,18325.88
QIN000272,BAT030668,MCH0114,LIN004,FAC002,PRD0119,SUP0079,OPR0460,2025-09-25,INS061,71,63,8,Misalignment,Major,51.374,Fail,7503.86
QIN000273,BAT041181,MCH0358,LIN027,FAC009,PRD0012,SUP0191,OPR0832,2025-01-24,INS040,244,227,17,Porosity,Major,50.314,Fail,9330.33
QIN000274,BAT038714,MCH0274,LIN024,FAC008,PRD0089,SUP0132,OPR0628,2023-11-10,INS007,110,97,13,Packaging Damage,Minor,49.837,Fail,17313.79
QIN000275,BAT031402,MCH0522,LIN024,FAC008,PRD0040,SUP0160,OPR0283,2025-03-24,INS090,40,39,1,Porosity,Minor,50.3,Pass,8716.0
QIN000276,BAT053259,MCH0563,LIN001,FAC001,PRD0047,SUP0164,OPR0264,2023-03-18,INS065,110,98,12,Discoloration,Critical,50.73,Fail,19391.37
QIN000277,BAT032980,MCH0400,LIN002,FAC001,PRD0104,SUP0035,OPR0100,2023-12-19,INS041,88,79,9,Burr,Major,50.907,Fail,5247.62
QIN000278,BAT009329,MCH0107,LIN010,FAC004,PRD0031,SUP0058,OPR0138,2024-12-31,INS072,199,173,26,Packaging Damage,Major,49.933,Fail,5335.91
QIN000279,BAT006149,MCH0015,LIN014,FAC005,PRD0030,SUP0031,OPR0766,2023-12-18,INS035,121,104,17,Surface Crack,Minor,50.485,Fail,6943.88
QIN000280,BAT016817,MCH0030,LIN022,FAC008,PRD0009,SUP0056,OPR0448,2023-10-23,INS018,31,27,4,Surface Crack,Major,51.944,Fail,14728.3
QIN000281,BAT012736,MCH0072,LIN011,FAC004,PRD0114,SUP0175,OPR0485,2024-10-13,INS007,88,86,2,Burr,Major,50.013,Pass,2659.17
QIN000282,BAT058855,MCH0108,LIN027,FAC009,PRD0036,SUP0002,OPR0401,2024-12-09,INS065,42,39,3,Burr,Minor,50.324,Fail,3544.81
QIN000283,BAT036062,MCH0337,LIN028,FAC010,PRD0061,SUP0109,OPR0282,2023-11-23,INS081,238,201,37,Packaging Damage,Critical,49.976,Fail,8642.0
QIN000284,BAT028929,MCH0590,LIN008,FAC003,PRD0092,SUP0205,OPR0693,2025-07-20,INS050,222,202,20,Electrical Failure,Minor,50.788,Fail,6822.69
QIN000285,BAT048345,MCH0122,LIN001,FAC001,PRD0132,SUP0006,OPR0387,2023-05-18,INS019,204,180,24,Dimensional Error,Critical,51.258,Fail,14230.97
QIN000286,BAT019070,MCH0243,LIN001,FAC001,PRD0150,SUP0201,OPR0790,2026-06-05,INS012,240,221,19,Misalignment,Major,49.95,Fail,5174.85
QIN000287,BAT037152,MCH0276,LIN012,FAC004,PRD0054,SUP0156,OPR0190,2026-04-08,INS079,120,111,9,Burr,Major,49.945,Fail,2234.43
QIN000288,BAT022414,MCH0570,LIN005,FAC002,PRD0014,SUP0083,OPR0520,2026-06-08,INS059,244,230,14,Electrical Failure,Minor,50.715,Fail,1999.73
QIN000289,BAT007310,MCH0574,LIN029,FAC010,PRD0113,SUP0162,OPR0594,2024-11-18,INS084,106,100,6,Discoloration,Minor,51.023,Fail,31272.4
QIN000290,BAT010415,MCH0022,LIN024,FAC008,PRD0027,SUP0001,OPR0575,2025-06-25,INS087,110,107,3,Misalignment,Minor,50.041,Pass,2901.92
QIN000291,BAT013148,MCH0562,LIN011,FAC004,PRD0033,SUP0053,OPR0994,2024-01-25,INS001,185,165,20,Discoloration,Major,50.02,Fail,22450.74
QIN000292,BAT031736,MCH0589,LIN023,FAC008,PRD0088,SUP0146,OPR0867,2023-09-09,INS054,149,134,15,Porosity,Major,49.585,Fail,20095.19
QIN000293,BAT054830,MCH0535,LIN025,FAC009,PRD0043,SUP0116,OPR0156,2025-09-26,INS054,229,210,19,Burr,Minor,48.476,Fail,21103.27
QIN000294,BAT012334,MCH0385,LIN006,FAC002,PRD0072,SUP0059,OPR0851,2023-01-27,INS080,59,56,3,Discoloration,Minor,49.581,Fail,1908.72
QIN000295,BAT003603,MCH0557,LIN030,FAC010,PRD0105,SUP0005,OPR0984,2023-03-11,INS038,40,30,10,Porosity,Minor,50.047,Fail,14268.95
QIN000296,BAT008566,MCH0004,LIN020,FAC007,PRD0129,SUP0135,OPR0414,2025-10-31,INS077,48,42,6,Packaging Damage,Minor,49.474,Fail,17722.14
QIN000297,BAT044694,MCH0309,LIN007,FAC003,PRD0130,SUP0039,OPR0029,2023-08-19,INS069,125,115,10,Surface Crack,Minor,50.328,Fail,10048.29
QIN000298,BAT003390,MCH0353,LIN002,FAC001,PRD0045,SUP0195,OPR0547,2023-03-27,INS053,150,135,15,Packaging Damage,Minor,49.27,Fail,12653.73
QIN000299,BAT019723,MCH0411,LIN006,FAC002,PRD0134,SUP0049,OPR0773,2024-09-25,INS068,172,159,13,Misalignment,Minor,50.38,Fail,6461.65
QIN000300,BAT057095,MCH0567,LIN016,FAC006,PRD0031,SUP0058,OPR0466,2024-05-17,INS069,50,46,4,Dimensional Error,Minor,50.075,Fail,1679.31
QIN000301,BAT033359,MCH0364,LIN029,FAC010,PRD0104,SUP0035,OPR0574,2025-04-23,INS081,190,176,14,Burr,Minor,51.244,Fail,17523.16
QIN000302,BAT028297,MCH0484,LIN019,FAC007,PRD0142,SUP0108,OPR0634,2025-04-09,INS002,209,198,11,Misalignment,Major,49.038,Fail,1340.41
QIN000303,BAT050074,MCH0575,LIN008,FAC003,PRD0129,SUP0135,OPR0582,2024-03-03,INS036,247,229,18,Dimensional Error,Minor,49.993,Fail,9969.08
QIN000304,BAT034136,MCH0121,LIN008,FAC003,PRD0072,SUP0059,OPR0983,2024-02-27,INS026,110,104,6,Surface Crack,Minor,50.588,Fail,17339.1
QIN000305,BAT019864,MCH0040,LIN003,FAC001,PRD0079,SUP0023,OPR0032,2026-06-21,INS063,51,45,6,Discoloration,Major,48.969,Fail,23942.19
QIN000306,BAT044611,MCH0214,LIN018,FAC006,PRD0094,SUP0110,OPR0523,2026-05-03,INS072,85,82,3,Porosity,Major,50.105,Pass,2523.03
QIN000307,BAT000497,MCH0054,LIN006,FAC002,PRD0122,SUP0199,OPR0891,2023-01-13,INS013,88,81,7,Burr,Critical,50.648,Fail,64507.75
QIN000308,BAT049173,MCH0248,LIN028,FAC010,PRD0057,SUP0025,OPR0635,2026-05-29,INS084,235,219,16,Packaging Damage,Minor,49.505,Fail,3788.54
QIN000309,BAT014887,MCH0124,LIN013,FAC005,PRD0055,SUP0155,OPR0848,2025-02-25,INS058,66,59,7,Porosity,Major,51.232,Fail,70177.27
QIN000310,BAT000763,MCH0571,LIN020,FAC007,PRD0110,SUP0081,OPR0813,2026-02-23,INS018,68,64,4,Discoloration,Minor,49.108,Fail,2694.61
QIN000311,BAT018151,MCH0193,LIN006,FAC002,PRD0084,SUP0143,OPR0649,2024-08-15,INS082,149,133,16,Misalignment,Minor,49.942,Fail,15247.01
QIN000312,BAT011898,MCH0161,LIN008,FAC003,PRD0115,SUP0151,OPR0499,2023-07-26,INS084,122,112,10,Packaging Damage,Critical,49.987,Fail,65551.49
QIN000313,BAT039182,MCH0308,LIN025,FAC009,PRD0044,SUP0171,OPR0775,2024-07-17,INS024,155,149,6,Dimensional Error,Major,49.716,Pass,9712.35
QIN000314,BAT051511,MCH0456,LIN003,FAC001,PRD0148,SUP0058,OPR0228,2025-05-13,INS032,243,226,17,Dimensional Error,Major,50.965,Fail,24485.39
QIN000315,BAT004527,MCH0556,LIN013,FAC005,PRD0034,SUP0123,OPR0077,2023-05-06,INS006,32,27,5,Porosity,Minor,51.062,Fail,46936.96
QIN000316,BAT011107,MCH0260,LIN005,FAC002,PRD0054,SUP0156,OPR0574,2025-08-30,INS090,193,172,21,Burr,Minor,49.648,Fail,21089.82
QIN000317,BAT015654,MCH0413,LIN022,FAC008,PRD0134,SUP0049,OPR0314,2023-10-13,INS075,214,203,11,Burr,Minor,47.826,Fail,8538.99
QIN000318,BAT034899,MCH0402,LIN028,FAC010,PRD0116,SUP0009,OPR0814,2025-12-13,INS039,49,45,4,Misalignment,Major,50.034,Fail,1518.2
QIN000319,BAT018740,MCH0384,LIN021,FAC007,PRD0111,SUP0026,OPR0235,2026-02-07,INS064,97,88,9,Misalignment,Minor,50.068,Fail,3396.65
QIN000320,BAT056030,MCH0442,LIN001,FAC001,PRD0116,SUP0009,OPR0001,2025-08-30,INS076,184,160,24,Surface Crack,Major,49.85,Fail,7518.87
QIN000321,BAT038389,MCH0533,LIN017,FAC006,PRD0049,SUP0015,OPR0010,2025-03-25,INS024,46,44,2,Dimensional Error,Minor,49.985,Pass,10687.43
