failure_event_id,machine_id,line_id,factory_id,failure_timestamp,failure_mode,failure_severity,sensor_precursor_days,repair_duration_hours,estimated_failure_loss_inr,resolution_status
FLR000223,MCH0194,LIN015,FAC005,2025-03-14 06:48:26,Excessive Vibration,Critical,1,11.27,1134134.09,Resolved
FLR000224,MCH0281,LIN027,FAC009,2025-05-07 00:38:42,Sensor Failure,Major,1,3.97,435556.12,Resolved
FLR000225,MCH0353,LIN002,FAC001,2023-06-22 18:07:56,Electrical Fault,Major,4,5.52,180587.48,Resolved
FLR000226,MCH0245,LIN030,FAC010,2025-05-23 08:10:36,Lubrication Failure,Major,1,10.28,482171.15,Open
FLR000227,MCH0396,LIN028,FAC010,2026-05-08 01:31:21,Overheating,Major,1,5.7,178569.56,Open
FLR000228,MCH0218,LIN007,FAC003,2023-01-28 01:10:02,Lubrication Failure,Major,3,2.33,118445.44,Open
FLR000229,MCH0377,LIN009,FAC003,2023-06-17 05:51:40,Sensor Failure,Critical,1,16.78,1861928.09,Open
FLR000230,MCH0440,LIN027,FAC009,2026-04-16 01:07:48,Electrical Fault,Major,4,2.61,165171.68,Resolved
FLR000231,MCH0078,LIN001,FAC001,2024-02-13 12:00:36,Electrical Fault,Major,5,6.29,519731.33,Resolved
FLR000232,MCH0225,LIN006,FAC002,2025-06-20 22:53:38,Excessive Vibration,Minor,6,2.96,183141.3,Resolved
FLR000233,MCH0438,LIN013,FAC005,2024-10-07 01:30:57,Excessive Vibration,Major,5,6.87,545157.59,Resolved
FLR000234,MCH0549,LIN013,FAC005,2025-04-17 18:23:27,Bearing Failure,Minor,3,6.3,433912.16,Resolved
FLR000235,MCH0091,LIN024,FAC008,2023-08-02 06:14:05,Bearing Failure,Critical,4,15.67,1090639.44,Resolved
FLR000236,MCH0136,LIN019,FAC007,2025-07-29 00:09:25,Lubrication Failure,Critical,1,15.39,640965.76,Resolved
FLR000237,MCH0060,LIN022,FAC008,2024-02-24 06:47:22,Overheating,Minor,7,4.65,207214.34,Open
FLR000238,MCH0575,LIN008,FAC003,2025-08-12 07:20:05,Hydraulic Leak,Major,5,5.99,233664.21,Resolved
FLR000239,MCH0556,LIN013,FAC005,2024-07-04 21:39:38,Sensor Failure,Major,1,2.8,248886.34,Open
FLR000240,MCH0431,LIN023,FAC008,2025-02-10 22:37:34,Electrical Fault,Major,2,6.99,231310.21,Resolved
FLR000241,MCH0530,LIN014,FAC005,2024-04-21 12:37:49,Electrical Fault,Major,7,0.73,40252.28,Resolved
FLR000242,MCH0012,LIN030,FAC010,2023-08-22 19:53:41,Tool Wear,Major,1,11.85,791400.92,Resolved
FLR000243,MCH0505,LIN023,FAC008,2024-02-18 00:04:42,Lubrication Failure,Minor,3,5.58,580880.26,Resolved
FLR000244,MCH0169,LIN003,FAC001,2026-04-25 02:33:34,Tool Wear,Major,5,4.79,374670.99,Resolved
FLR000245,MCH0099,LIN011,FAC004,2023-01-23 05:25:51,Bearing Failure,Critical,4,14.53,1459248.65,Open
FLR000246,MCH0358,LIN027,FAC009,2024-09-02 07:40:59,Lubrication Failure,Critical,7,16.99,1102181.44,Resolved
FLR000247,MCH0266,LIN021,FAC007,2026-06-01 01:13:49,Excessive Vibration,Critical,6,23.64,912630.5,Resolved
FLR000248,MCH0451,LIN013,FAC005,2026-01-14 18:25:32,Sensor Failure,Minor,7,4.19,417293.97,Open
FLR000249,MCH0310,LIN029,FAC010,2025-07-08 17:57:38,Lubrication Failure,Critical,4,9.67,456891.91,Resolved
FLR000250,MCH0536,LIN030,FAC010,2026-06-07 01:58:06,Excessive Vibration,Minor,6,9.41,494916.81,Resolved
FLR000251,MCH0521,LIN019,FAC007,2025-02-03 08:37:25,Bearing Failure,Major,7,2.58,112691.05,Resolved
FLR000252,MCH0113,LIN015,FAC005,2026-05-09 20:01:53,Bearing Failure,Critical,3,10.49,1170978.96,Resolved
FLR000253,MCH0167,LIN020,FAC007,2024-07-12 00:08:29,Lubrication Failure,Minor,4,10.39,520461.94,Resolved
FLR000254,MCH0553,LIN013,FAC005,2023-09-08 04:14:35,Overheating,Major,5,10.71,730059.16,Open
FLR000255,MCH0283,LIN027,FAC009,2024-10-31 18:54:16,Tool Wear,Major,6,10.89,728692.2,Resolved
FLR000256,MCH0439,LIN026,FAC009,2024-11-17 07:44:41,Lubrication Failure,Major,6,1.98,69789.51,Resolved
FLR000257,MCH0599,LIN003,FAC001,2024-03-25 09:25:02,Hydraulic Leak,Major,7,11.12,474512.73,Open
FLR000258,MCH0243,LIN001,FAC001,2025-12-08 06:27:02,Bearing Failure,Minor,5,3.24,180526.53,Open
FLR000259,MCH0548,LIN011,FAC004,2025-09-25 07:34:00,Overheating,Major,5,6.28,199380.81,Resolved
FLR000260,MCH0090,LIN018,FAC006,2023-07-12 14:31:30,Hydraulic Leak,Minor,4,0.51,22316.24,Resolved
FLR000261,MCH0156,LIN017,FAC006,2026-04-21 10:29:24,Electrical Fault,Major,5,4.42,211747.81,Resolved
FLR000262,MCH0228,LIN011,FAC004,2026-06-09 16:06:29,Excessive Vibration,Major,4,6.12,227868.77,Resolved
FLR000263,MCH0258,LIN026,FAC009,2023-03-15 12:40:16,Bearing Failure,Minor,4,0.46,24073.55,Resolved
FLR000264,MCH0009,LIN026,FAC009,2023-11-04 07:35:08,Bearing Failure,Minor,3,5.0,400114.23,Resolved
FLR000265,MCH0088,LIN015,FAC005,2025-10-21 17:38:22,Electrical Fault,Major,7,16.51,658897.82,Resolved
FLR000266,MCH0002,LIN009,FAC003,2025-07-09 20:04:12,Sensor Failure,Minor,4,5.75,275755.2,Resolved
FLR000267,MCH0374,LIN013,FAC005,2024-09-20 02:52:28,Excessive Vibration,Major,3,3.55,230189.7,Resolved
FLR000268,MCH0030,LIN022,FAC008,2024-01-02 13:14:08,Bearing Failure,Minor,7,5.78,549761.7,Resolved
FLR000269,MCH0269,LIN002,FAC001,2023-12-08 12:54:26,Sensor Failure,Minor,2,3.32,305049.63,Resolved
FLR000270,MCH0332,LIN025,FAC009,2025-09-30 20:46:49,Lubrication Failure,Critical,5,8.52,592258.3,Open
FLR000271,MCH0223,LIN025,FAC009,2023-09-25 11:45:04,Sensor Failure,Major,3,10.57,681473.41,Resolved
FLR000272,MCH0028,LIN004,FAC002,2024-08-23 10:14:34,Electrical Fault,Minor,2,3.3,265898.22,Open
FLR000273,MCH0247,LIN026,FAC009,2023-02-01 10:57:47,Sensor Failure,Critical,3,15.73,547381.77,Resolved
FLR000274,MCH0360,LIN028,FAC010,2024-04-03 19:52:03,Lubrication Failure,Major,6,2.25,66138.33,Open
FLR000275,MCH0283,LIN027,FAC009,2023-08-16 09:13:44,Lubrication Failure,Critical,3,16.51,453533.07,Resolved
FLR000276,MCH0127,LIN004,FAC002,2023-02-07 07:03:27,Lubrication Failure,Minor,3,14.03,536991.6,Open
FLR000277,MCH0227,LIN023,FAC008,2025-06-14 01:02:02,Sensor Failure,Major,7,0.34,12567.97,Resolved
FLR000278,MCH0150,LIN008,FAC003,2025-04-14 09:53:50,Tool Wear,Major,1,2.29,134983.54,Resolved
FLR000279,MCH0438,LIN013,FAC005,2023-08-12 04:22:14,Sensor Failure,Minor,2,13.36,864728.24,Open
FLR000280,MCH0415,LIN008,FAC003,2025-11-14 19:12:56,Lubrication Failure,Major,3,10.02,1130029.05,Open
FLR000281,MCH0141,LIN006,FAC002,2023-06-03 06:41:01,Bearing Failure,Minor,7,1.4,133463.82,Resolved
FLR000282,MCH0391,LIN007,FAC003,2025-09-25 06:38:52,Excessive Vibration,Major,3,1.31,95593.37,Open
FLR000283,MCH0255,LIN005,FAC002,2025-12-30 18:53:01,Excessive Vibration,Critical,1,14.59,1524860.99,Resolved
FLR000284,MCH0176,LIN008,FAC003,2024-05-17 06:55:33,Sensor Failure,Major,6,18.6,1020444.91,Resolved
FLR000285,MCH0057,LIN020,FAC007,2026-06-02 10:29:46,Overheating,Critical,1,15.15,551502.38,Resolved
FLR000286,MCH0416,LIN002,FAC001,2023-09-06 23:39:13,Excessive Vibration,Major,6,6.14,669412.15,Resolved
FLR000287,MCH0328,LIN024,FAC008,2024-08-17 07:42:36,Lubrication Failure,Critical,5,32.49,858348.24,Open
FLR000288,MCH0309,LIN007,FAC003,2023-03-28 03:15:41,Tool Wear,Major,3,20.79,2182583.11,Resolved
FLR000289,MCH0587,LIN024,FAC008,2024-01-29 22:34:21,Electrical Fault,Critical,3,20.22,1753007.31,Resolved
FLR000290,MCH0292,LIN015,FAC005,2024-12-10 00:43:41,Bearing Failure,Minor,3,25.27,2474847.6,Resolved
FLR000291,MCH0069,LIN018,FAC006,2024-10-28 12:07:17,Tool Wear,Critical,6,17.86,2075752.9,Resolved
FLR000292,MCH0359,LIN019,FAC007,2026-03-12 09:31:33,Sensor Failure,Critical,6,14.13,1606513.79,Resolved
FLR000293,MCH0231,LIN008,FAC003,2023-08-25 02:59:08,Bearing Failure,Major,5,6.5,736541.17,Resolved
FLR000294,MCH0397,LIN010,FAC004,2024-08-05 12:18:37,Sensor Failure,Critical,3,14.88,1698019.76,Open
FLR000295,MCH0238,LIN007,FAC003,2025-11-12 14:01:45,Sensor Failure,Critical,5,16.82,1068852.59,Open
FLR000296,MCH0519,LIN030,FAC010,2026-05-27 07:36:22,Hydraulic Leak,Major,6,17.11,1275598.0,Resolved
FLR000297,MCH0037,LIN022,FAC008,2024-06-17 17:56:11,Excessive Vibration,Major,1,9.34,560709.19,Resolved
FLR000298,MCH0004,LIN020,FAC007,2024-09-01 15:33:37,Electrical Fault,Major,3,0.71,76494.9,Resolved
FLR000299,MCH0598,LIN029,FAC010,2024-10-25 04:01:15,Excessive Vibration,Major,5,12.64,590331.94,Resolved
FLR000300,MCH0353,LIN002,FAC001,2024-05-28 23:49:26,Excessive Vibration,Major,3,2.25,93612.11,Resolved
FLR000301,MCH0030,LIN022,FAC008,2025-02-17 23:16:34,Bearing Failure,Major,2,7.07,603498.31,Open
FLR000302,MCH0233,LIN015,FAC005,2026-02-10 22:51:11,Tool Wear,Minor,6,3.15,360553.06,Resolved
FLR000303,MCH0263,LIN018,FAC006,2026-04-01 09:23:53,Lubrication Failure,Minor,2,2.15,205086.01,Resolved
FLR000304,MCH0464,LIN002,FAC001,2023-11-15 18:50:12,Bearing Failure,Major,5,15.63,1841551.3,Resolved
FLR000305,MCH0003,LIN025,FAC009,2026-05-21 11:04:50,Lubrication Failure,Major,4,3.47,193479.92,Resolved
FLR000306,MCH0475,LIN003,FAC001,2023-07-17 14:36:23,Hydraulic Leak,Major,4,8.28,626050.18,Resolved
FLR000307,MCH0242,LIN001,FAC001,2025-10-24 11:58:28,Overheating,Minor,2,1.95,78395.26,Open
FLR000308,MCH0106,LIN018,FAC006,2026-03-27 19:46:25,Excessive Vibration,Major,5,2.81,256701.25,Resolved
FLR000309,MCH0120,LIN007,FAC003,2024-01-27 16:27:58,Electrical Fault,Major,3,15.41,852519.12,Resolved
FLR000310,MCH0141,LIN006,FAC002,2024-07-10 21:03:23,Sensor Failure,Major,3,3.78,201093.12,Resolved
FLR000311,MCH0302,LIN016,FAC006,2026-01-27 13:43:39,Overheating,Critical,7,21.5,1905581.25,Resolved
FLR000312,MCH0031,LIN010,FAC004,2025-02-01 03:08:08,Electrical Fault,Critical,5,18.19,2179695.02,Resolved
FLR000313,MCH0426,LIN009,FAC003,2025-03-21 10:55:32,Tool Wear,Minor,7,3.86,213617.87,Resolved
FLR000314,MCH0541,LIN019,FAC007,2024-01-29 09:57:50,Lubrication Failure,Critical,3,18.94,1961559.68,Resolved
FLR000315,MCH0172,LIN008,FAC003,2023-09-16 16:39:43,Excessive Vibration,Major,7,7.35,278010.83,Resolved
FLR000316,MCH0092,LIN005,FAC002,2023-02-15 04:40:11,Electrical Fault,Major,1,11.55,418151.38,Open
FLR000317,MCH0198,LIN003,FAC001,2025-05-31 19:38:50,Electrical Fault,Major,7,3.05,205575.29,Open
FLR000318,MCH0447,LIN011,FAC004,2023-11-11 11:01:44,Tool Wear,Major,6,13.43,480791.83,Resolved
FLR000319,MCH0442,LIN001,FAC001,2023-07-09 05:13:04,Overheating,Minor,4,3.53,241770.13,Resolved
FLR000320,MCH0059,LIN012,FAC004,2023-11-05 15:58:42,Tool Wear,Minor,2,4.78,181039.5,Resolved
FLR000321,MCH0527,LIN027,FAC009,2026-06-21 04:29:36,Overheating,Critical,1,10.28,282331.45,Resolved
FLR000322,MCH0302,LIN016,FAC006,2024-10-31 06:27:47,Lubrication Failure,Minor,2,20.06,595975.22,Open
FLR000323,MCH0437,LIN015,FAC005,2025-12-20 12:53:08,Tool Wear,Major,6,4.08,113378.4,Resolved
FLR000324,MCH0180,LIN011,FAC004,2026-01-19 23:04:28,Overheating,Critical,7,16.18,545282.92,Open
FLR000325,MCH0101,LIN022,FAC008,2024-01-29 00:29:45,Tool Wear,Major,7,8.21,415849.32,Resolved
FLR000326,MCH0354,LIN005,FAC002,2025-04-15 07:14:59,Excessive Vibration,Major,5,4.38,376770.26,Resolved
FLR000327,MCH0340,LIN012,FAC004,2025-03-28 12:25:37,Overheating,Minor,5,1.22,121705.81,Resolved
FLR000328,MCH0508,LIN010,FAC004,2023-09-29 16:05:59,Tool Wear,Minor,3,2.24,100299.26,Resolved
FLR000329,MCH0316,LIN029,FAC010,2025-10-05 05:02:20,Sensor Failure,Critical,4,14.73,1472875.82,Open
FLR000330,MCH0341,LIN006,FAC002,2023-09-09 00:35:12,Bearing Failure,Minor,2,6.96,350077.94,Open
FLR000331,MCH0017,LIN015,FAC005,2024-07-31 03:26:47,Electrical Fault,Minor,3,5.24,180563.36,Resolved
FLR000332,MCH0435,LIN027,FAC009,2024-11-26 17:34:57,Electrical Fault,Major,4,4.31,342209.08,Resolved
FLR000333,MCH0310,LIN029,FAC010,2023-11-21 16:14:11,Tool Wear,Minor,1,8.02,693940.18,Resolved
FLR000334,MCH0547,LIN005,FAC002,2026-05-20 22:24:10,Sensor Failure,Critical,4,10.69,881083.43,Resolved
FLR000335,MCH0093,LIN027,FAC009,2023-12-17 18:44:06,Tool Wear,Critical,4,13.9,771064.66,Resolved
FLR000336,MCH0527,LIN027,FAC009,2023-08-28 14:56:29,Hydraulic Leak,Critical,6,9.88,494080.16,Open
FLR000337,MCH0386,LIN012,FAC004,2024-05-04 11:53:31,Sensor Failure,Minor,2,5.23,280342.93,Resolved
FLR000338,MCH0274,LIN024,FAC008,2023-06-14 08:04:53,Hydraulic Leak,Minor,3,5.86,314758.61,Resolved
FLR000339,MCH0079,LIN008,FAC003,2023-06-23 06:57:37,Bearing Failure,Major,7,8.43,368543.36,Resolved
FLR000340,MCH0425,LIN014,FAC005,2024-05-18 11:50:32,Hydraulic Leak,Major,3,7.95,623376.66,Resolved
FLR000341,MCH0586,LIN014,FAC005,2025-03-23 18:06:03,Tool Wear,Major,6,3.22,296893.81,Resolved
FLR000342,MCH0289,LIN010,FAC004,2024-12-17 19:53:47,Bearing Failure,Minor,5,4.78,355624.95,Resolved
FLR000343,MCH0282,LIN001,FAC001,2026-06-15 10:43:58,Bearing Failure,Minor,1,5.21,139407.07,Resolved
FLR000344,MCH0325,LIN011,FAC004,2026-04-05 19:58:22,Electrical Fault,Major,5,7.04,275760.13,Resolved
FLR000345,MCH0117,LIN013,FAC005,2025-11-12 03:38:03,Hydraulic Leak,Major,2,0.97,95610.36,Resolved
FLR000346,MCH0587,LIN024,FAC008,2025-08-08 15:08:23,Bearing Failure,Critical,7,9.35,1087292.17,Open
FLR000347,MCH0189,LIN004,FAC002,2024-09-12 10:16:35,Excessive Vibration,Major,2,3.42,401556.49,Resolved
FLR000348,MCH0032,LIN023,FAC008,2026-03-29 01:39:39,Hydraulic Leak,Critical,1,12.14,1369385.59,Resolved
FLR000349,MCH0509,LIN021,FAC007,2026-01-24 10:02:33,Excessive Vibration,Major,3,9.04,385381.09,Resolved
FLR000350,MCH0077,LIN003,FAC001,2024-03-20 18:38:55,Sensor Failure,Critical,5,12.83,539330.43,Resolved
FLR000351,MCH0341,LIN006,FAC002,2023-07-30 17:38:50,Electrical Fault,Critical,1,12.32,347553.04,Resolved
FLR000352,MCH0455,LIN030,FAC010,2025-03-27 09:58:19,Sensor Failure,Major,7,4.66,171703.52,Resolved
FLR000353,MCH0543,LIN019,FAC007,2023-02-20 09:50:27,Excessive Vibration,Critical,3,20.4,1631440.55,Resolved
FLR000354,MCH0459,LIN006,FAC002,2025-01-03 14:40:39,Hydraulic Leak,Major,1,3.64,354419.33,Resolved
FLR000355,MCH0047,LIN026,FAC009,2025-11-19 19:50:25,Hydraulic Leak,Minor,3,12.99,1085103.24,Resolved
FLR000356,MCH0150,LIN008,FAC003,2025-11-13 19:19:09,Electrical Fault,Minor,5,1.73,103551.15,Resolved
FLR000357,MCH0177,LIN009,FAC003,2025-04-13 19:10:21,Sensor Failure,Critical,5,14.56,874660.46,Resolved
FLR000358,MCH0053,LIN007,FAC003,2025-12-26 10:32:55,Tool Wear,Major,6,8.66,734828.38,Resolved
FLR000359,MCH0059,LIN012,FAC004,2026-01-06 20:49:23,Excessive Vibration,Major,5,4.37,187702.45,Open
FLR000360,MCH0133,LIN013,FAC005,2024-05-30 11:31:12,Tool Wear,Minor,2,3.06,323996.25,Open
FLR000361,MCH0409,LIN021,FAC007,2023-11-23 01:15:16,Electrical Fault,Major,2,2.27,175771.72,Open
FLR000362,MCH0149,LIN004,FAC002,2026-05-25 21:45:55,Sensor Failure,Minor,5,4.45,465065.91,Open
FLR000363,MCH0286,LIN023,FAC008,2026-03-29 13:01:05,Sensor Failure,Major,4,8.28,930295.33,Resolved
FLR000364,MCH0191,LIN025,FAC009,2026-01-27 03:18:30,Tool Wear,Major,3,4.9,300579.98,Open
FLR000365,MCH0523,LIN023,FAC008,2023-04-14 16:51:35,Electrical Fault,Major,1,4.06,255392.28,Resolved
FLR000366,MCH0577,LIN009,FAC003,2023-06-21 18:00:51,Excessive Vibration,Minor,3,2.13,83050.54,Resolved
FLR000367,MCH0545,LIN004,FAC002,2024-04-04 05:13:13,Lubrication Failure,Critical,3,13.22,1502598.21,Resolved
FLR000368,MCH0175,LIN019,FAC007,2025-02-19 10:42:55,Lubrication Failure,Minor,5,2.52,190955.64,Open
FLR000369,MCH0092,LIN005,FAC002,2025-08-25 11:34:55,Bearing Failure,Minor,4,5.95,208399.98,Resolved
FLR000370,MCH0175,LIN019,FAC007,2023-05-30 18:17:12,Tool Wear,Major,4,2.28,201393.24,Resolved
FLR000371,MCH0191,LIN025,FAC009,2024-02-13 06:45:24,Tool Wear,Major,4,2.97,159823.76,Open
FLR000372,MCH0253,LIN016,FAC006,2025-05-21 22:14:11,Overheating,Major,4,11.72,331941.59,Resolved
FLR000373,MCH0072,LIN011,FAC004,2025-07-05 17:28:13,Overheating,Minor,5,4.96,344963.27,Open
FLR000374,MCH0143,LIN020,FAC007,2026-05-20 01:36:40,Bearing Failure,Major,5,7.69,661067.28,Open
FLR000375,MCH0446,LIN004,FAC002,2025-01-19 15:44:44,Excessive Vibration,Critical,4,11.62,620979.14,Resolved
FLR000376,MCH0594,LIN016,FAC006,2023-09-03 04:52:42,Hydraulic Leak,Major,3,3.82,212107.9,Resolved
FLR000377,MCH0008,LIN015,FAC005,2023-04-13 10:16:40,Tool Wear,Critical,4,16.77,991829.24,Resolved
FLR000378,MCH0340,LIN012,FAC004,2023-12-10 23:27:28,Excessive Vibration,Major,5,7.69,730617.23,Resolved
FLR000379,MCH0491,LIN021,FAC007,2026-05-26 14:02:53,Sensor Failure,Major,5,3.99,319541.14,Resolved
FLR000380,MCH0460,LIN030,FAC010,2023-11-10 20:57:23,Lubrication Failure,Critical,4,13.55,930732.03,Resolved
FLR000381,MCH0586,LIN014,FAC005,2025-07-02 14:01:42,Sensor Failure,Major,1,13.37,1524833.43,Resolved
FLR000382,MCH0034,LIN007,FAC003,2026-03-07 19:12:29,Hydraulic Leak,Critical,2,12.38,1247146.21,Resolved
FLR000383,MCH0286,LIN023,FAC008,2025-10-23 22:12:48,Bearing Failure,Critical,5,13.55,1442586.2,Resolved
FLR000384,MCH0096,LIN010,FAC004,2024-12-12 10:47:06,Tool Wear,Minor,3,6.13,723575.03,Open
FLR000385,MCH0106,LIN018,FAC006,2023-08-09 08:03:41,Lubrication Failure,Minor,3,5.54,495526.56,Resolved
FLR000386,MCH0304,LIN026,FAC009,2025-05-04 01:14:09,Lubrication Failure,Major,5,8.05,918393.45,Resolved
FLR000387,MCH0095,LIN022,FAC008,2024-05-09 03:06:23,Sensor Failure,Minor,4,1.85,160613.32,Resolved
FLR000388,MCH0311,LIN023,FAC008,2025-05-26 09:18:56,Lubrication Failure,Major,4,13.22,1356947.74,Open
FLR000389,MCH0063,LIN013,FAC005,2025-06-05 00:16:01,Excessive Vibration,Major,1,3.5,315770.27,Resolved
FLR000390,MCH0060,LIN022,FAC008,2025-07-07 10:35:46,Sensor Failure,Major,6,4.39,169088.47,Resolved
FLR000391,MCH0105,LIN004,FAC002,2023-02-02 07:09:40,Sensor Failure,Minor,2,26.41,2354438.44,Resolved
FLR000392,MCH0367,LIN007,FAC003,2024-03-15 16:12:58,Electrical Fault,Critical,7,24.32,1437720.64,Resolved
FLR000393,MCH0462,LIN016,FAC006,2023-03-14 21:21:15,Lubrication Failure,Critical,3,13.41,1523638.31,Resolved
FLR000394,MCH0149,LIN004,FAC002,2026-01-29 16:16:56,Electrical Fault,Major,1,6.57,771759.59,Open
FLR000395,MCH0535,LIN025,FAC009,2023-11-10 12:15:10,Sensor Failure,Minor,2,4.34,210311.39,Resolved
FLR000396,MCH0422,LIN002,FAC001,2026-04-28 09:39:02,Overheating,Major,1,1.42,60141.17,Resolved
FLR000397,MCH0003,LIN025,FAC009,2023-10-03 13:13:37,Hydraulic Leak,Minor,6,6.16,357113.72,Open
FLR000398,MCH0327,LIN009,FAC003,2023-11-23 08:35:01,Lubrication Failure,Minor,7,21.08,2529186.64,Resolved
FLR000399,MCH0595,LIN028,FAC010,2026-02-01 16:37:08,Hydraulic Leak,Critical,1,12.7,1341551.33,Open
FLR000400,MCH0356,LIN005,FAC002,2023-01-17 09:35:09,Hydraulic Leak,Major,5,3.32,391140.53,Open
FLR000401,MCH0379,LIN027,FAC009,2026-01-14 16:25:54,Sensor Failure,Critical,2,11.4,975601.56,Resolved
FLR000402,MCH0034,LIN007,FAC003,2024-08-02 19:38:45,Electrical Fault,Minor,2,6.9,416857.04,Resolved
FLR000403,MCH0220,LIN023,FAC008,2025-08-04 17:49:30,Bearing Failure,Minor,3,0.72,72365.67,Resolved
FLR000404,MCH0077,LIN003,FAC001,2024-06-23 03:03:32,Excessive Vibration,Major,5,10.27,748226.85,Resolved
FLR000405,MCH0022,LIN024,FAC008,2024-04-12 03:31:38,Sensor Failure,Minor,4,2.79,232753.33,Resolved
FLR000406,MCH0303,LIN020,FAC007,2026-04-09 09:13:52,Electrical Fault,Critical,4,17.87,724056.9,Resolved
FLR000407,MCH0383,LIN005,FAC002,2026-04-20 08:59:45,Lubrication Failure,Critical,4,12.91,403425.33,Resolved
FLR000408,MCH0452,LIN026,FAC009,2025-12-28 07:00:09,Electrical Fault,Critical,7,16.53,1963028.31,Resolved
FLR000409,MCH0216,LIN028,FAC010,2024-12-17 21:40:20,Overheating,Major,2,6.05,440380.58,Resolved
FLR000410,MCH0165,LIN029,FAC010,2023-08-15 11:36:54,Bearing Failure,Major,6,6.48,686188.95,Resolved
FLR000411,MCH0186,LIN010,FAC004,2023-12-22 00:40:48,Hydraulic Leak,Critical,5,14.02,366487.89,Resolved
FLR000412,MCH0112,LIN003,FAC001,2026-01-21 11:21:19,Tool Wear,Major,5,8.9,937097.17,Resolved
FLR000413,MCH0166,LIN004,FAC002,2024-04-01 14:32:26,Tool Wear,Minor,4,4.62,338732.42,Resolved
FLR000414,MCH0527,LIN027,FAC009,2025-02-17 05:20:08,Sensor Failure,Minor,4,18.3,2124617.71,Resolved
FLR000415,MCH0466,LIN005,FAC002,2024-02-13 20:22:41,Bearing Failure,Minor,1,14.24,832149.98,Open
FLR000416,MCH0054,LIN006,FAC002,2026-03-11 08:39:24,Tool Wear,Critical,1,10.57,666307.0,Resolved
FLR000417,MCH0144,LIN010,FAC004,2025-07-13 00:29:08,Excessive Vibration,Major,6,2.84,129242.49,Resolved
FLR000418,MCH0396,LIN028,FAC010,2026-03-19 10:08:21,Excessive Vibration,Minor,4,11.31,588684.53,Resolved
FLR000419,MCH0251,LIN017,FAC006,2024-08-28 05:32:36,Overheating,Critical,3,10.86,650686.25,Resolved
FLR000420,MCH0526,LIN028,FAC010,2024-05-15 21:04:17,Electrical Fault,Major,2,6.32,737245.38,Resolved
FLR000421,MCH0159,LIN014,FAC005,2025-06-27 20:05:03,Sensor Failure,Major,2,27.63,1341548.77,Resolved
FLR000422,MCH0052,LIN006,FAC002,2026-01-15 10:06:00,Overheating,Major,1,3.06,243518.93,Open
FLR000423,MCH0270,LIN013,FAC005,2025-10-23 00:08:46,Excessive Vibration,Major,4,7.55,626975.78,Resolved
FLR000424,MCH0330,LIN023,FAC008,2023-08-31 00:14:48,Electrical Fault,Critical,7,13.51,1369409.75,Resolved
FLR000425,MCH0485,LIN007,FAC003,2025-02-08 11:36:12,Overheating,Minor,2,3.15,144241.2,Open
FLR000426,MCH0088,LIN015,FAC005,2025-06-02 10:15:23,Excessive Vibration,Major,3,7.4,873918.49,Resolved
FLR000427,MCH0120,LIN007,FAC003,2023-12-29 03:36:55,Electrical Fault,Critical,2,13.13,1382490.73,Resolved
FLR000428,MCH0363,LIN017,FAC006,2025-03-12 09:20:23,Sensor Failure,Minor,5,2.7,187840.49,Resolved
FLR000429,MCH0117,LIN013,FAC005,2023-09-29 09:55:01,Sensor Failure,Major,2,7.19,768895.46,Resolved
FLR000430,MCH0038,LIN022,FAC008,2023-10-28 00:19:12,Lubrication Failure,Minor,5,16.99,701596.98,Resolved
FLR000431,MCH0497,LIN029,FAC010,2024-09-16 09:25:08,Overheating,Major,2,9.42,708931.11,Open
FLR000432,MCH0390,LIN011,FAC004,2023-07-06 09:49:03,Lubrication Failure,Minor,2,14.55,1458311.99,Resolved
FLR000433,MCH0014,LIN029,FAC010,2023-05-08 00:26:20,Hydraulic Leak,Minor,7,8.13,498808.81,Resolved
FLR000434,MCH0586,LIN014,FAC005,2023-09-18 11:56:24,Sensor Failure,Minor,3,4.58,391448.33,Resolved
FLR000435,MCH0050,LIN017,FAC006,2023-07-12 04:32:45,Tool Wear,Major,6,1.03,122250.38,Resolved
FLR000436,MCH0141,LIN006,FAC002,2023-01-17 20:13:40,Lubrication Failure,Minor,7,8.62,435522.68,Open
FLR000437,MCH0194,LIN015,FAC005,2023-04-02 04:32:34,Overheating,Major,5,2.05,151603.18,Resolved
FLR000438,MCH0147,LIN028,FAC010,2025-09-12 16:07:51,Bearing Failure,Major,5,11.92,300402.67,Resolved
FLR000439,MCH0257,LIN013,FAC005,2026-03-05 17:18:21,Bearing Failure,Major,3,9.62,1106117.82,Resolved
FLR000440,MCH0020,LIN001,FAC001,2025-05-12 19:57:20,Tool Wear,Minor,2,0.63,43223.55,Open
FLR000441,MCH0312,LIN015,FAC005,2024-04-12 00:44:57,Electrical Fault,Major,7,7.59,637523.2,Resolved
FLR000442,MCH0377,LIN009,FAC003,2024-07-18 08:30:36,Tool Wear,Critical,1,12.62,1015387.81,Resolved
FLR000443,MCH0106,LIN018,FAC006,2024-02-04 23:35:59,Sensor Failure,Minor,5,7.27,333868.85,Open
FLR000444,MCH0553,LIN013,FAC005,2025-10-28 08:39:15,Electrical Fault,Minor,3,5.68,460057.82,Open
FLR000445,MCH0233,LIN015,FAC005,2024-01-13 00:07:07,Tool Wear,Major,5,3.47,203582.39,Resolved
